GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000189159	17	73131343	73164376	35	4	838503	1.6766	0.046812	HN1
ENSG00000188612	17	73163408	73179078	14	3	838503	2.0815	0.018696	SUMO2
ENSG00000125450	17	73201754	73231853	68	8	838503	0.63124	0.26394	NUP85
ENSG00000125447	17	73232694	73258444	67	9	838503	0.37621	0.35338	GGA3
ENSG00000125445	17	73257755	73262454	11	2	838503	0.74464	0.22824	MRPS7
ENSG00000125457	17	73262309	73267308	8	3	838503	-0.83208	0.79732	MIF4GD
ENSG00000125454	17	73269073	73285591	49	7	838503	0.37011	0.35565	SLC25A19
ENSG00000177885	17	73314157	73401790	173	9	838503	0.41305	0.33978	GRB2
ENSG00000177728	17	73437240	73496171	134	12	838503	0.92148	0.1784	KIAA0195
ENSG00000177303	17	73496342	73511664	39	6	838503	-0.62881	0.73526	CASKIN2
ENSG00000182173	17	73512141	73520820	46	6	838503	-0.42202	0.66349	TSEN54
ENSG00000073350	17	73521161	73571289	193	20	838503	0.07922	0.46843	LLGL2
ENSG00000266714	17	73584139	73622929	156	22	838503	-1.313	0.90541	MYO15B
ENSG00000108469	17	73622925	73663269	42	5	838503	-0.24393	0.59636	RECQL5
ENSG00000204323	17	73629514	73637484	5	2	838503	-0.19844	0.57865	SMIM5
ENSG00000259120	17	73642323	73644057	1	1	838503	0.15173	0.4397	SMIM6
ENSG00000161526	17	73663196	73704142	44	6	838503	-0.51881	0.69805	SAP30BP
ENSG00000132470	17	73717408	73753899	50	9	838503	-0.35848	0.64001	ITGB4
ENSG00000108479	17	73747675	73761792	16	5	838503	-0.79562	0.78687	GALK1
ENSG00000132475	17	73772515	73781974	19	6	838503	-0.85317	0.80322	H3F3B
ENSG00000132478	17	73780681	73821886	95	14	838503	-0.19675	0.57799	UNK
ENSG00000092929	17	73823306	73840798	63	9	838503	-0.36018	0.64064	UNC13D
ENSG00000132471	17	73841780	73852588	22	4	838503	-1.0106	0.8439	WBP2
ENSG00000132481	17	73870242	73874656	12	3	838503	-0.44811	0.67296	TRIM47
ENSG00000141569	17	73876416	73893084	50	8	838503	-0.24057	0.59506	TRIM65
ENSG00000204316	17	73894724	73905899	23	7	838503	-0.44553	0.67203	MRPL38
ENSG00000267426	17	73894726	73926210	54	11	838503	0.07043	0.47193	RP11-552F3.12
ENSG00000188878	17	73905655	73937221	54	10	838503	0.28084	0.38942	FBF1
ENSG00000161533	17	73937588	73975515	123	15	838503	-0.056554	0.52255	ACOX1
ENSG00000257949	17	73975301	73996667	61	13	838503	-1.6911	0.95459	TEN1
ENSG00000250506	17	73996987	74002080	13	6	838503	-1.4966	0.93275	CDK3
ENSG00000167880	17	74000583	74023533	47	9	838503	-2.0314	0.97889	EVPL
ENSG00000167881	17	74035184	74068734	47	3	838503	-0.74862	0.77296	SRP68
ENSG00000186919	17	74068042	74079747	8	2	838503	-1.1066	0.86576	ZACN
ENSG00000182473	17	74077087	74117657	70	5	838503	-1.0531	0.85386	EXOC7
ENSG00000129654	17	74132414	74137380	6	2	838503	-1.4299	0.92363	FOXJ1
ENSG00000141576	17	74138534	74236454	176	20	838503	-0.87237	0.8085	RNF157
ENSG00000185262	17	74261283	74267375	12	3	838503	-1.015	0.84494	UBALD2
ENSG00000129646	17	74270130	74303761	106	11	838503	-0.433	0.66749	QRICH2
ENSG00000161542	17	74305567	74380602	210	26	838503	0.4006	0.34436	PRPSAP1
ENSG00000176170	17	74372665	74383941	32	11	838503	0.48771	0.31288	SPHK1
ENSG00000175931	17	74385532	74449288	146	17	838503	-1.1898	0.88293	UBE2O
ENSG00000129673	17	74449433	74466199	46	11	838503	-1.6883	0.95432	AANAT
ENSG00000129667	17	74466973	74497872	98	15	838503	0.83718	0.20125	RHBDF2
ENSG00000161544	17	74523438	74547257	40	5	838503	-1.0958	0.86341	CYGB
ENSG00000214140	17	74523668	74549660	44	5	838503	-1.0954	0.86332	PRCD
ENSG00000070731	17	74559792	74583038	82	7	838503	-0.35988	0.64053	ST6GALNAC2
ENSG00000070526	17	74620843	74639920	62	9	838503	-1.0605	0.85555	ST6GALNAC1
ENSG00000182534	17	74668633	74707098	125	12	838503	0.10655	0.45757	MXRA7
ENSG00000070495	17	74708919	74722866	18	5	838503	0.79294	0.21391	JMJD6
ENSG00000181038	17	74722912	74730018	10	2	838503	-0.079609	0.53173	METTL23
ENSG00000267168	17	74729060	74734604	10	3	838503	0.4775	0.3165	RP11-318A15.7
ENSG00000161547	17	74730197	74733456	3	2	838503	1.0804	0.13998	SRSF2
ENSG00000092931	17	74731947	74777531	42	11	838503	1.133	0.1286	MFSD11
ENSG00000167889	17	74864538	74946475	428	55	838503	0.75244	0.22589	MGAT5B
ENSG00000129657	17	75082798	75213179	448	57	838503	0.72386	0.23458	SEC14L1
ENSG00000184640	17	75276651	75496678	553	60	838503	0.90565	0.18256	SEPT9
ENSG00000204283	17	75875109	75878659	6	2	838503	0.60544	0.27244	FLJ45079
ENSG00000078687	17	76000249	76104916	144	14	838503	-0.056694	0.52261	TNRC6C
ENSG00000141524	17	76106539	76128488	21	6	838503	-0.36764	0.64343	TMC6
ENSG00000167895	17	76126851	76139049	50	9	838503	1.1048	0.13462	TMC8
ENSG00000187997	17	76142434	76162258	51	13	838503	-1.5338	0.93746	C17orf99
ENSG00000108639	17	76164639	76169608	17	5	838503	-1.2193	0.88863	SYNGR2
ENSG00000167900	17	76170160	76183314	46	10	838503	-0.4461	0.67224	TK1
ENSG00000183077	17	76183398	76203782	84	17	838503	-0.25779	0.60172	AFMID
ENSG00000089685	17	76210267	76221717	62	7	838503	-0.82602	0.7956	BIRC5
ENSG00000268310	17	76210462	76220740	56	7	838503	-0.79212	0.78586	AC087645.1
ENSG00000204278	17	76227391	76237068	30	8	838503	-0.52389	0.69982	TMEM235
ENSG00000087157	17	76374721	76421195	138	12	838503	-0.44977	0.67356	PGS1
ENSG00000187775	17	76419778	76573476	684	79	838503	-1.0154	0.84504	DNAH17
ENSG00000268965	17	76422409	76422834	1	1	838503	-0.42368	0.6641	AC061992.1
ENSG00000268470	17	76494911	76499138	28	7	838503	-0.15276	0.5607	DNAH17-AS1
ENSG00000108669	17	76670130	76778379	191	13	838503	0.11064	0.45595	CYTH1
ENSG00000055483	17	76783463	76837523	148	14	838503	-0.77786	0.78167	USP36
ENSG00000035862	17	76849059	76921469	268	31	838503	-0.91337	0.81948	TIMP2
ENSG00000178404	17	76866992	76899299	149	20	838503	-0.79153	0.78568	DDC8
ENSG00000108679	17	76967320	76976191	17	6	838503	-0.10958	0.54363	LGALS3BP
ENSG00000171302	17	76987799	77005949	64	11	838503	1.2665	0.10267	CANT1
ENSG00000265096	17	77015291	77023737	9	3	838503	-0.73755	0.76961	C1QTNF1-AS1
ENSG00000173918	17	77018896	77045870	63	5	838503	-0.31828	0.62486	C1QTNF1
ENSG00000167280	17	77071021	77084681	65	11	838503	-0.53508	0.7037	ENGASE
ENSG00000167281	17	77085427	77613550	1463	229	838503	1.3616	0.086657	RBFOX3
ENSG00000182156	17	77704681	77716021	13	2	838503	-0.19171	0.57601	ENPP7
ENSG00000173894	17	77751931	77761782	12	5	838503	-0.66211	0.74605	CBX2
ENSG00000141570	17	77765931	77775482	15	6	838503	0.60401	0.27292	CBX8
ENSG00000141582	17	77806955	77813228	11	4	838503	0.073807	0.47058	CBX4
ENSG00000167291	17	77906142	78009647	160	38	838503	-0.037595	0.51499	TBC1D16
ENSG00000141519	17	78010435	78074412	272	28	838503	1.7654	0.038749	CCDC40
ENSG00000171298	17	78075355	78093678	93	9	838503	0.92995	0.1762	GAA
ENSG00000141543	17	78109013	78120982	34	7	838503	1.0073	0.1569	EIF4A3
ENSG00000141527	17	78143791	78183130	113	23	838503	0.77488	0.2192	CARD14
ENSG00000181523	17	78180515	78194722	56	7	838503	1.084	0.13919	SGSH
ENSG00000181045	17	78193498	78227299	111	14	838503	-0.25789	0.60175	SLC26A11
ENSG00000173821	17	78234665	78372586	282	36	838503	-0.27083	0.60674	RNF213
ENSG00000173818	17	78388965	78411886	68	14	838503	-0.79281	0.78606	ENDOV
ENSG00000171246	17	78440948	78451643	22	5	838503	-0.23538	0.59304	NPTX1
ENSG00000141564	17	78518619	78940171	1529	70	838503	-0.90749	0.81793	RPTOR
ENSG00000176108	17	78965398	78983317	57	8	838503	0.5969	0.27529	CHMP6
ENSG00000175911	17	78977135	78978932	7	2	838503	0.30006	0.38207	AC127496.1
ENSG00000175866	17	79008948	79091232	293	45	838503	1.0741	0.14139	BAIAP2
ENSG00000181409	17	79091095	79139877	153	27	838503	-0.78594	0.78405	AATK
ENSG00000141577	17	79163393	79196799	112	15	838503	0.29581	0.38369	AZI1
ENSG00000167302	17	79202077	79212891	23	6	838503	0.56356	0.28653	ENTHD2
ENSG00000224877	17	79213039	79215081	7	4	838503	1.438	0.07521	C17orf89
ENSG00000157637	17	79218800	79269347	165	23	838503	0.91499	0.1801	SLC38A10
ENSG00000185332	17	79285074	79304474	83	10	838503	1.4767	0.069881	TMEM105
ENSG00000263053	17	79369275	79375658	2	1	838503	-0.83545	0.79827	RP11-1055B8.6
ENSG00000171282	17	79373540	79433357	38	5	838503	-0.033624	0.51341	RP11-1055B8.7
ENSG00000184009	17	79476997	79490873	43	7	838503	1.747	0.040319	ACTG1
ENSG00000186765	17	79495422	79504156	3	1	838503	1.3438	0.089513	FSCN2
ENSG00000185504	17	79506911	79520987	20	3	838503	1.6181	0.052825	C17orf70
ENSG00000182446	17	79523913	79615495	370	21	838503	1.9739	0.024197	NPLOC4
ENSG00000185527	17	79617489	79630142	64	8	838503	0.62549	0.26583	PDE6G
ENSG00000204237	17	79632066	79633665	2	1	838503	-0.69963	0.75792	OXLD1
ENSG00000185298	17	79633394	79640934	43	5	838503	0.29563	0.38376	CCDC137
ENSG00000214087	17	79648204	79650954	8	1	838503	0.11181	0.45549	ARL16
ENSG00000185359	17	79650356	79670168	76	8	838503	0.50253	0.30765	HGS
ENSG00000262814	17	79670387	79674556	16	4	838503	0.83607	0.20156	MRPL12
ENSG00000262660	17	79670401	79687569	63	8	838503	0.98687	0.16185	SLC25A10
ENSG00000183048	17	79670404	79688042	63	8	838503	0.98687	0.16185	SLC25A10
ENSG00000225663	17	79780287	79791178	16	1	838503	-0.4644	0.67882	FAM195B
ENSG00000215621	17	79780293	79784533	8	1	838503	-0.45058	0.67386	AC174470.1
ENSG00000182676	17	79791368	79792926	2	1	838503	-0.34789	0.63604	PPP1R27
ENSG00000185624	17	79801035	79818570	30	2	838503	-0.5761	0.71773	P4HB
ENSG00000141522	17	79825597	79829282	4	1	838503	-0.29591	0.61635	ARHGDIA
ENSG00000185105	17	79897521	79905109	1	1	838503	-0.21804	0.5863	MYADML2
ENSG00000185269	17	79910388	79919716	3	1	838503	-0.80543	0.78971	NOTUM
ENSG00000169696	17	79934683	79975282	11	2	838503	-0.80277	0.78895	ASPSCR1
ENSG00000169689	17	79976578	79981983	3	1	838503	-0.87619	0.80954	STRA13
ENSG00000169683	17	79981178	79989027	2	1	838503	-0.98544	0.8378	LRRC45
ENSG00000169750	17	79989500	79992080	2	1	838503	-1.1981	0.88457	RAC3
ENSG00000169738	17	79993012	79995608	13	1	838503	-0.12537	0.54989	DCXR
ENSG00000169733	17	80005778	80009707	14	2	838503	1.3388	0.09031	RFNG
ENSG00000169727	17	80008567	80015346	8	2	838503	1.1407	0.12699	GPS1
ENSG00000169718	17	80015382	80023763	4	1	838503	-0.11903	0.54737	DUS1L
ENSG00000169710	17	80036214	80056208	37	8	838503	0.31027	0.37818	FASN
ENSG00000176155	17	80059336	80170706	363	6	838503	0.070038	0.47208	CCDC57
ENSG00000141526	17	80186273	80219005	29	6	838503	-2.0462	0.97963	SLC16A3
ENSG00000141551	17	80196899	80231607	13	3	838503	-1.7897	0.96325	CSNK1D
ENSG00000268852	17	80214131	80216080	1	1	838503	-1.0884	0.8618	AC132872.2
ENSG00000141574	17	80278900	80291950	38	2	838503	-0.60729	0.72817	SECTM1
ENSG00000182459	17	80317123	80321652	9	2	838503	-0.79054	0.78539	TEX19
ENSG00000181408	17	80332153	80333462	1	1	838503	-1.9301	0.9732	UTS2R
ENSG00000181396	17	80347099	80376513	63	10	838503	-0.79879	0.78779	OGFOD3
ENSG00000169660	17	80376194	80400521	45	6	838503	-1.2449	0.89341	HEXDC
ENSG00000178927	17	80400465	80408705	27	4	838503	0.71651	0.23684	C17orf62
ENSG00000141562	17	80416056	80448413	61	8	838503	0.10291	0.45902	NARF
ENSG00000141568	17	80477589	80602538	361	44	838503	-0.352	0.63758	FOXK2
ENSG00000141580	17	80572438	80606429	74	10	838503	-0.44415	0.67153	WDR45B
ENSG00000141542	17	80612849	80656604	112	19	838503	-0.1842	0.57307	RAB40B
ENSG00000141560	17	80674559	80688204	44	10	838503	0.272	0.39281	FN3KRP
ENSG00000167363	17	80693451	80709073	48	7	838503	-0.091951	0.53663	FN3K
ENSG00000141556	17	80709940	80900724	557	25	838503	0.61358	0.26975	TBCD
ENSG00000141579	17	80787311	80798454	33	7	838503	0.37912	0.3523	ZNF750
ENSG00000175711	17	80900031	81009686	400	41	838503	-0.93494	0.82509	B3GNTL1
ENSG00000176845	17	81037567	81052864	4	2	838503	-1.4097	0.92069	METRNL
ENSG00000173213	18	47225	73545	1	1	838503	-0.73162	0.7678	RP11-683L23.1
ENSG00000101557	18	158383	214629	94	13	838503	-0.49012	0.68798	USP14
ENSG00000079134	18	214520	268050	98	12	838503	-0.86006	0.80512	THOC1
ENSG00000158270	18	319361	500722	760	76	838503	0.77779	0.21835	COLEC12
ENSG00000177143	18	580367	581524	2	1	838503	0.5211	0.30115	CETN1
ENSG00000079101	18	596988	650334	127	25	838503	0.86678	0.19303	CLUL1
ENSG00000176912	18	641320	658340	39	8	838503	1.706	0.044002	C18orf56
ENSG00000176890	18	657604	673578	57	5	838503	1.1835	0.11831	TYMS
ENSG00000132199	18	670324	712676	195	14	838503	1.844	0.032594	ENOSF1
ENSG00000176105	18	721588	812547	211	18	838503	0.09329	0.46284	YES1
ENSG00000141433	18	904944	912173	7	3	838503	-0.1255	0.54994	ADCYAP1
ENSG00000101574	18	2537524	2571508	122	13	838503	-0.44298	0.67111	METTL4
ENSG00000080986	18	2571510	2616634	111	13	838503	0.12925	0.44858	NDC80
ENSG00000101596	18	2655737	2805015	504	20	838503	-0.043756	0.51745	SMCHD1
ENSG00000132205	18	2847028	2915991	78	19	838503	-0.56711	0.71468	EMILIN2
ENSG00000101577	18	2916992	3013313	232	22	838503	-1.9493	0.97437	LPIN2
ENSG00000101605	18	3066805	3220106	522	63	838503	-1.6161	0.94696	MYOM1
ENSG00000101608	18	3247479	3256234	32	4	838503	0.059766	0.47617	MYL12A
ENSG00000118680	18	3261907	3278282	78	4	838503	-0.3516	0.63743	MYL12B
ENSG00000177426	18	3411606	3458409	81	16	838503	1.0147	0.15512	TGIF1
ENSG00000170579	18	3496030	4455335	2482	288	838503	0.69146	0.24464	DLGAP1
ENSG00000231824	18	5145284	5197502	131	23	838503	1.4752	0.070077	C18orf42
ENSG00000198081	18	5289018	5297052	19	3	838503	1.0121	0.15576	ZBTB14
ENSG00000082397	18	5392383	5630699	574	52	838503	0.95794	0.16905	EPB41L3
ENSG00000206432	18	5882071	5895954	24	6	838503	-0.39718	0.65438	TMEM200C
ENSG00000154655	18	5954705	6415236	989	104	838503	-0.22212	0.58789	L3MBTL4
ENSG00000265944	18	6511415	6590652	241	42	838503	-1.4301	0.92366	C18orf64
ENSG00000088756	18	6729717	6915715	395	51	838503	0.0017709	0.49929	ARHGAP28
ENSG00000101680	18	6941743	7117813	443	83	838503	0.52723	0.29902	LAMA1
ENSG00000206422	18	7231123	7232045	1	1	838503	-0.2895	0.6139	LRRC30
ENSG00000173482	18	7566780	8406859	2160	176	838503	-0.89127	0.81361	PTPRM
ENSG00000268046	18	8336437	8337038	3	1	838503	-0.18762	0.57441	AP001094.1
ENSG00000206418	18	8609443	8639379	79	7	838503	1.4254	0.077014	RAB12
ENSG00000168502	18	8705659	8832776	351	55	838503	-0.74105	0.77067	SOGA2
ENSG00000178127	18	9102628	9134343	55	10	838503	-0.41826	0.66212	NDUFV2
ENSG00000101745	18	9136226	9285983	334	25	838503	-0.81238	0.79171	ANKRD12
ENSG00000128791	18	9334765	9402418	186	14	838503	-1.4318	0.92391	TWSG1
ENSG00000017797	18	9475007	9538114	192	22	838503	-1.1512	0.87517	RALBP1
ENSG00000154845	18	9546789	9615238	176	21	838503	-0.40043	0.65558	PPP4R1
ENSG00000168461	18	9708162	9862548	506	85	838503	0.46888	0.31958	RAB31
ENSG00000168454	18	9885763	9889272	16	5	838503	-0.074185	0.52957	TXNDC2
ENSG00000101558	18	9913999	9960018	119	18	838503	-0.55423	0.71029	VAPA
ENSG00000154856	18	10454625	10489945	111	16	838503	-0.48379	0.68573	APCDD1
ENSG00000134265	18	10525902	10552758	60	6	838503	-0.39688	0.65427	NAPG
ENSG00000154864	18	10666480	11148587	1528	127	838503	0.1593	0.43672	PIEZO2
ENSG00000141404	18	11688955	11885684	551	32	838503	-0.47049	0.681	GNAL
ENSG00000255112	18	11851395	11854448	2	1	838503	0.33319	0.3695	CHMP1B
ENSG00000154889	18	11882621	11909222	105	17	838503	-0.13959	0.55551	MPPE1
ENSG00000141401	18	11981024	12030876	224	26	838503	-1.9691	0.97553	IMPA2
ENSG00000181626	18	12093852	12129748	107	7	838503	-0.77274	0.78016	ANKRD62
ENSG00000176194	18	12254318	12277594	70	14	838503	-1.0194	0.84599	CIDEA
ENSG00000176014	18	12307668	12344319	88	6	838503	0.27173	0.39291	TUBB6
ENSG00000141385	18	12328943	12377313	88	8	838503	0.56827	0.28493	AFG3L2
ENSG00000141391	18	12407895	12432237	66	13	838503	-1.5348	0.93758	SLMO1
ENSG00000134278	18	12446511	12658133	556	34	838503	-0.62288	0.73332	SPIRE1
ENSG00000215527	18	12658042	12663470	16	3	838503	-0.3114	0.62225	AP005482.1
ENSG00000128789	18	12658737	12725739	159	12	838503	-1.0903	0.86221	PSMG2
ENSG00000101624	18	12661832	12702776	97	9	838503	-1.084	0.86082	CEP76
ENSG00000175354	18	12785477	12929642	346	42	838503	-0.35878	0.64012	PTPN2
ENSG00000085415	18	12947132	12987535	102	14	838503	0.96919	0.16623	SEH1L
ENSG00000101639	18	12991361	13125051	376	29	838503	1.0525	0.14629	CEP192
ENSG00000168675	18	13217497	13652754	1076	128	838503	-2.0494	0.97979	LDLRAD4
ENSG00000177150	18	13663346	13726662	121	17	838503	0.82123	0.20576	FAM210A
ENSG00000101654	18	13726659	13764557	89	13	838503	1.4733	0.070341	RNMT
ENSG00000176136	18	13824154	13826861	18	4	838503	2.1463	0.015924	MC5R
ENSG00000185231	18	13882043	13915706	117	9	838503	-0.2652	0.60457	MC2R
ENSG00000175322	18	14057456	14132489	134	15	838503	-0.2551	0.60068	ZNF519
ENSG00000180777	18	14728271	14852737	129	6	838503	0.55726	0.28867	ANKRD30B
ENSG00000067900	18	18526867	18691812	66	3	838503	0.67458	0.24997	ROCK1
ENSG00000141449	18	18822203	19105378	205	13	838503	0.18835	0.4253	GREB1L
ENSG00000141446	18	19109242	19180845	57	5	838503	0.35313	0.362	ESCO1
ENSG00000167088	18	19192228	19210417	18	3	838503	0.40499	0.34274	SNRPD1
ENSG00000158201	18	19230858	19284766	60	6	838503	-0.1038	0.54134	ABHD3
ENSG00000101752	18	19284918	19450918	177	12	838503	1.5736	0.057795	MIB1
ENSG00000263588	18	19668021	19678741	44	7	838503	-0.66022	0.74544	RP11-595B24.2
ENSG00000141448	18	19749404	19782491	27	6	838503	0.9659	0.16705	GATA6
ENSG00000212710	18	19993564	19997878	1	1	838503	0.28689	0.3871	CTAGE1
ENSG00000101773	18	20378224	20606451	438	22	838503	0.93754	0.17424	RBBP8
ENSG00000134508	18	20714528	20840431	174	23	838503	-0.2285	0.59037	CABLES1
ENSG00000134490	18	20777108	21017925	316	40	838503	-0.12222	0.54864	TMEM241
ENSG00000101782	18	21032787	21066567	68	11	838503	-0.42184	0.66343	RIOK3
ENSG00000141452	18	21083473	21111746	46	6	838503	0.077094	0.46927	C18orf8
ENSG00000141458	18	21086148	21166862	128	11	838503	0.19445	0.42291	NPC1
ENSG00000154065	18	21178890	21242849	90	19	838503	0.2981	0.38281	ANKRD29
ENSG00000053747	18	21269407	21535030	399	25	838503	-0.79634	0.78708	LAMA3
ENSG00000168234	18	21572737	21715574	320	43	838503	0.084346	0.46639	TTC39C
ENSG00000154040	18	21718942	21741567	46	9	838503	2.6496	0.0040292	CABYR
ENSG00000141447	18	21742008	21977844	435	68	838503	1.057	0.14526	OSBPL1A
ENSG00000154059	18	22006580	22033499	62	9	838503	-1.2879	0.9011	IMPACT
ENSG00000134489	18	22040593	22059921	57	15	838503	-1.3229	0.90707	HRH4
ENSG00000198795	18	22641890	22932154	594	71	838503	3.9759	3.5062e-05	ZNF521
ENSG00000141380	18	23596578	23671181	131	11	838503	-0.1766	0.57009	SS18
ENSG00000154611	18	23713816	23773319	105	9	838503	-0.80477	0.78952	PSMA8
ENSG00000141384	18	23805900	23971649	391	32	838503	-0.018417	0.50735	TAF4B
ENSG00000134504	18	24034874	24237365	500	93	838503	-0.96193	0.83196	KCTD1
ENSG00000171885	18	24432002	24445782	38	10	838503	-0.086389	0.53442	AQP4
ENSG00000154080	18	24495595	24765281	724	51	838503	-1.147	0.8743	CHST9
ENSG00000170558	18	25530930	25757410	425	44	838503	2.6604	0.0039027	CDH2
ENSG00000134762	18	28569974	28622781	146	16	838503	0.00064571	0.49974	DSC3
ENSG00000134755	18	28645940	28682378	47	12	838503	-0.17797	0.57063	DSC2
ENSG00000134765	18	28709199	28742819	127	10	838503	-0.13593	0.55406	DSC1
ENSG00000134760	18	28898052	28936992	137	8	838503	0.4114	0.34039	DSG1
ENSG00000175065	18	28956740	28994875	86	9	838503	-1.0269	0.84777	DSG4
ENSG00000134757	18	29027758	29058665	112	14	838503	-0.53012	0.70199	DSG3
ENSG00000046604	18	29078006	29128971	134	16	838503	-1.1181	0.86825	DSG2
ENSG00000118271	18	29171689	29178974	10	3	838503	0.77612	0.21884	TTR
ENSG00000118276	18	29202210	29265799	111	16	838503	1.8984	0.028824	B4GALT6
ENSG00000141437	18	29339525	29340843	3	2	838503	2.2153	0.013371	SLC25A52
ENSG00000153339	18	29409136	29533099	258	21	838503	-1.2069	0.88627	TRAPPC8
ENSG00000101695	18	29598335	29653176	121	17	838503	-0.68991	0.75487	RNF125
ENSG00000134758	18	29671818	29711524	72	12	838503	0.019262	0.49232	RNF138
ENSG00000141441	18	29704840	30050447	802	58	838503	-0.67472	0.75007	GAREM
ENSG00000141434	18	29765032	29800367	91	11	838503	-0.87195	0.80838	MEP1B
ENSG00000197705	18	30252634	30353025	212	9	838503	0.25484	0.39942	KLHL14
ENSG00000228835	18	30349758	30354376	6	2	838503	0.65962	0.25475	AC012123.1
ENSG00000166960	18	30517366	31021065	796	20	838503	0.10923	0.45651	CCDC178
ENSG00000141431	18	31158579	31331156	360	31	838503	0.14592	0.44199	ASXL3
ENSG00000101746	18	31431064	31804916	698	46	838503	0.37786	0.35277	NOL4
ENSG00000134769	18	32073254	32471808	793	29	838503	0.5505	0.29099	DTNA
ENSG00000166974	18	32556892	32723434	327	38	838503	0.44544	0.328	MAPRE2
ENSG00000186812	18	32820994	32847097	40	10	838503	-0.83318	0.79763	ZNF397
ENSG00000186814	18	32831032	32870196	69	11	838503	-1.0885	0.86182	ZSCAN30
ENSG00000172466	18	32912176	32925446	20	4	838503	-1.665	0.95205	ZNF24
ENSG00000186496	18	32946661	32957301	18	5	838503	-1.499	0.93306	ZNF396
ENSG00000267140	18	33023835	33077904	80	13	838503	-0.53309	0.70302	RP11-322E11.6
ENSG00000153391	18	33032194	33077955	71	13	838503	-0.38301	0.64914	INO80C
ENSG00000141429	18	33161081	33291798	338	17	838503	1.1941	0.11621	GALNT1
ENSG00000141428	18	33552046	33559241	13	2	838503	0.81921	0.20633	C18orf21
ENSG00000141425	18	33564350	33647539	129	10	838503	0.47159	0.31861	RPRD1A
ENSG00000141424	18	33688495	33709348	44	5	838503	0.013113	0.49477	SLC39A6
ENSG00000134759	18	33709407	33757909	131	13	838503	-0.89719	0.81519	ELP2
ENSG00000075643	18	33767482	33852120	242	35	838503	0.55727	0.28867	MOCOS
ENSG00000134775	18	33877677	34360018	1098	103	838503	-0.77991	0.78228	FHOD3
ENSG00000134779	18	34359987	34409158	92	6	838503	1.6095	0.053755	TPGS2
ENSG00000150477	18	34409069	34812135	661	16	838503	0.62713	0.26529	KIAA1328
ENSG00000101489	18	34823010	35146000	761	100	838503	0.07771	0.46903	CELF4
ENSG00000078142	18	39535171	39667794	173	13	838503	0.073681	0.47063	PIK3C3
ENSG00000152214	18	40323192	40695657	783	63	838503	-0.46109	0.67763	RIT2
ENSG00000132872	18	40847843	40857615	10	3	838503	-0.34074	0.63335	SYT4
ENSG00000152217	18	42260138	42648475	681	86	838503	0.015966	0.49363	SETBP1
ENSG00000132874	18	42792960	43263072	1436	124	838503	1.9181	0.027551	SLC14A2
ENSG00000141469	18	43304092	43332485	128	9	838503	-0.34875	0.63636	SLC14A1
ENSG00000197046	18	43405477	43424045	47	11	838503	-1.6597	0.95151	SIGLEC15
ENSG00000152223	18	43427574	43547240	313	32	838503	0.30757	0.3792	EPG5
ENSG00000152229	18	43563502	43652238	217	17	838503	0.45951	0.32293	PSTPIP2
ENSG00000152234	18	43664110	43684300	77	7	838503	0.75562	0.22494	ATP5A1
ENSG00000152240	18	43684298	43708299	61	8	838503	1.3212	0.093225	HAUS1
ENSG00000152242	18	43753519	43846949	116	6	838503	-0.16422	0.56522	C18orf25
ENSG00000141622	18	43906772	44043103	301	49	838503	0.80329	0.2109	RNF165
ENSG00000167210	18	44056935	44236996	550	73	838503	-0.65011	0.74219	LOXHD1
ENSG00000101638	18	44259081	44339220	288	52	838503	-0.93165	0.82424	ST8SIA5
ENSG00000078043	18	44388353	44500123	242	16	838503	-1.0676	0.85715	PIAS2
ENSG00000167216	18	44497455	44627658	318	26	838503	-0.89613	0.81491	KATNAL2
ENSG00000206181	18	44558943	44561988	15	4	838503	-0.61381	0.73033	TCEB3B
ENSG00000167220	18	44633774	44676891	128	15	838503	-0.45852	0.67671	HDHD2
ENSG00000267228	18	44661027	44702652	134	12	838503	-0.15143	0.56018	IER3IP1
ENSG00000134049	18	44681413	44702745	56	7	838503	-0.16611	0.56596	IER3IP1
ENSG00000215474	18	44746293	44775554	70	10	838503	-0.76062	0.77656	SKOR2
ENSG00000175387	18	45357922	45457515	167	11	838503	1.7347	0.041398	SMAD2
ENSG00000184828	18	45553044	45937123	1236	162	838503	0.31613	0.37595	ZBTB7C
ENSG00000268960	18	45778672	45779208	2	1	838503	0.13692	0.44555	AC091150.1
ENSG00000134030	18	46065417	46389588	951	142	838503	-1.6236	0.94777	CTIF
ENSG00000101665	18	46446223	46477081	84	20	838503	-0.37148	0.64486	SMAD7
ENSG00000141627	18	46570039	46987717	905	29	838503	-0.6178	0.73165	DYM
ENSG00000177576	18	47008028	47013622	14	4	838503	-0.24123	0.59531	C18orf32
ENSG00000215472	18	47008051	47017956	27	7	838503	-0.75781	0.77572	RPL17-C18orf32
ENSG00000265681	18	47014851	47018906	10	3	838503	-1.0375	0.85026	RPL17
ENSG00000101670	18	47087069	47119272	68	16	838503	1.4518	0.073279	LIPG
ENSG00000167315	18	47309869	47340330	45	7	838503	0.92638	0.17712	ACAA2
ENSG00000266997	18	47322163	47363993	74	10	838503	1.0385	0.14951	RP11-886H22.1
ENSG00000167306	18	47349183	47721463	1340	76	838503	0.58494	0.27929	MYO5B
